Time,Marker0_ID,Marker0_x,Marker0_y,Marker0_z,Marker1_ID,Marker1_x,Marker1_y,Marker1_z,Marker2_ID,Marker2_x,Marker2_y,Marker2_z,Marker3_ID,Marker3_x,Marker3_y,Marker3_z,thetaR,thetaL,dutyR,dutyL,wx,wy,wz,ax,ay,az,Vbatt
1671151911.0339766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671151911.044066,0,-44.13140869140625,195.338134765625,13.47900390625,1,79.443115234375,117.9580078125,-351.62939453125,2,134.048583984375,119.04833984375,-351.151123046875,3,237.0740966796875,196.26806640625,18.641845703125,0,0,0,0,0,0,0,0,0,0,0
1671151911.0539753,0,-44.00982666015625,195.348388671875,13.415771484375,1,79.437744140625,117.936279296875,-351.587158203125,2,133.9486083984375,119.108642578125,-351.154541015625,3,237.1201171875,196.28173828125,18.668701171875,0,0,0,0,0,0,0,0,0,0,0
1671151911.0639777,0,-44.13055419921875,195.263671875,13.447509765625,1,79.39794921875,117.9716796875,-351.579833984375,2,134.216552734375,118.9990234375,-351.174560546875,3,237.0792236328125,196.348388671875,18.6220703125,0,0,0,0,0,0,0,0,0,0,0
1671151911.0739677,0,-44.1536865234375,195.32666015625,13.46533203125,1,79.4049072265625,117.974853515625,-351.6171875,2,134.0006103515625,119.06787109375,-351.157958984375,3,237.088134765625,196.236083984375,18.629638671875,0,0,0,0,0,0,0,0,0,0,0
1671151911.0840394,0,-44.16912841796875,195.306640625,13.473876953125,1,79.3779296875,117.94775390625,-351.5478515625,2,134.021484375,119.052001953125,-351.140380859375,3,237.149658203125,196.171875,18.642822265625,0,0,0,0,0,0,0,0,0,0,0
1671151911.0939581,0,-44.1632080078125,195.29052734375,13.45703125,1,79.45263671875,117.93896484375,-351.611328125,2,134.119140625,119.0498046875,-351.170654296875,3,237.188232421875,196.252197265625,18.64208984375,0,0,0,0,0,0,0,0,0,0,0
1671151911.1039581,0,-44.203125,195.252685546875,13.454345703125,1,79.2998046875,118.03173828125,-351.515869140625,2,133.9783935546875,119.096435546875,-351.13671875,3,237.102294921875,196.290283203125,18.63818359375,0,0,0,0,0,0,0,0,0,0,0
1671151911.1140594,0,-44.235595703125,195.2421875,13.4853515625,1,79.3564453125,117.9873046875,-351.56201171875,2,134.0479736328125,119.06982421875,-351.13623046875,3,237.1341552734375,196.287841796875,18.63916015625,0,0,0,0,0,0,0,0,0,0,0
1671151911.1239638,0,-44.12158203125,195.29541015625,13.446533203125,1,79.4791259765625,117.912109375,-351.580810546875,2,134.0010986328125,119.04345703125,-351.1201171875,3,237.1593017578125,196.279296875,18.6494140625,0,0,0,0,0,0,0,0,0,0,0
1671151911.1339562,0,-44.18145751953125,195.353271484375,13.489013671875,1,79.337890625,117.985595703125,-351.5595703125,2,133.8951416015625,119.0673828125,-351.139404296875,3,237.0853271484375,196.215576171875,18.63134765625,0,0,0,0,0,0,0,0,0,0,0
1671151911.1439812,0,-44.16021728515625,195.320068359375,13.465576171875,1,79.4937744140625,117.94775390625,-351.6123046875,2,134.0543212890625,119.05126953125,-351.156982421875,3,237.163818359375,196.247314453125,18.638671875,0,0,0,0,0,0,0,0,0,0,0
