Time,Marker0_ID,Marker0_x,Marker0_y,Marker0_z,Marker1_ID,Marker1_x,Marker1_y,Marker1_z,Marker2_ID,Marker2_x,Marker2_y,Marker2_z,Marker3_ID,Marker3_x,Marker3_y,Marker3_z,thetaR,thetaL,dutyR,dutyL,wx,wy,wz,ax,ay,az,Vbatt
1671151313.3853102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671151313.3954113,0,-182.57855224609375,196.095947265625,42.517333984375,1,-53.5345458984375,116.04833984375,-319.462158203125,2,1.04736328125,116.839111328125,-318.1943359375,3,98.6729736328125,197.06640625,52.640625,0,0,0,0,0,0,0,0,0,0,0
1671151313.4054055,0,-182.63739013671875,196.0849609375,42.50341796875,1,-53.54974365234375,116.133544921875,-319.489013671875,2,1.0430908203125,116.864990234375,-318.19189453125,3,98.8209228515625,196.999755859375,52.612548828125,0,0,0,0,0,0,0,0,0,0,0
1671151313.4154756,0,-182.6702880859375,196.103759765625,42.542724609375,1,-53.5057373046875,116.046142578125,-319.462646484375,2,1.052734375,116.78173828125,-318.15625,3,98.60693359375,197.0234375,52.60107421875,0,0,0,0,0,0,0,0,0,0,0
1671151313.4254036,0,-182.61627197265625,196.1396484375,42.558837890625,1,-53.533203125,116.103759765625,-319.47900390625,2,1.0325927734375,116.830810546875,-318.21435546875,3,98.748046875,197.01806640625,52.62548828125,0,0,0,0,0,0,0,0,0,0,0
1671151313.4353952,0,-182.58953857421875,196.0830078125,42.52783203125,1,-53.5599365234375,116.068115234375,-319.44970703125,2,1.0244140625,116.76611328125,-318.169677734375,3,98.6658935546875,197.072998046875,52.630615234375,0,0,0,0,0,0,0,0,0,0,0
1671151313.445395,0,-182.64117431640625,196.086181640625,42.524169921875,1,-53.5216064453125,116.051513671875,-319.4697265625,2,1.0384521484375,116.810791015625,-318.177490234375,3,98.744384765625,197.000244140625,52.62646484375,0,0,0,0,0,0,0,0,0,0,0
1671151313.4554317,0,-182.63470458984375,196.1201171875,42.539306640625,1,-53.53704833984375,116.120849609375,-319.4658203125,2,1.05810546875,116.801025390625,-318.18798828125,3,98.649658203125,196.998779296875,52.6015625,0.0,0.0,0.0,0.0,0.0,-0.0022222222222222222,-0.0,-0.15,1.82,9.7,11.734868768
1671151313.4655004,0,-182.5965576171875,196.14404296875,42.57080078125,1,-53.5201416015625,116.044677734375,-319.46337890625,2,1.007080078125,116.722900390625,-318.14208984375,3,98.6060791015625,197.051513671875,52.61083984375,0.0,0.0,0.0,0.0,0.0,-0.0022222222222222222,-0.0,-0.15,1.82,9.7,11.734868768
1671151313.4754903,0,-182.65380859375,196.14892578125,42.54736328125,1,-53.51629638671875,116.1103515625,-319.47021484375,2,1.027099609375,116.782958984375,-318.166748046875,3,98.747314453125,197.051025390625,52.62548828125,0.0,0.0,0.0,0.0,0.0,-0.0022222222222222222,-0.0,-0.15,1.82,9.7,11.734868768
1671151313.485403,0,-182.59967041015625,196.109375,42.537353515625,1,-53.5128173828125,116.048828125,-319.470458984375,2,1.06201171875,116.77197265625,-318.17626953125,3,98.7008056640625,197.0546875,52.6240234375,0.0,0.0,0.0,0.0,0.0,-0.0022222222222222222,-0.0,-0.15,1.82,9.7,11.734868768
1671151313.495496,0,-182.64764404296875,196.04345703125,42.516357421875,1,-53.51416015625,116.055419921875,-319.46826171875,2,1.056640625,116.8349609375,-318.177001953125,3,98.693359375,197.04150390625,52.60498046875,0.0,0.0,0.0,0.0,0.0,-0.0022222222222222222,-0.0,-0.15,1.82,9.7,11.734868768
1671151313.5053942,0,-182.6536865234375,196.17041015625,42.54443359375,1,-53.53485107421875,116.165771484375,-319.514892578125,2,1.058837890625,116.764892578125,-318.175048828125,3,98.628662109375,197.015625,52.588134765625,0.0,0.0,0.0,0.0,0.0011111111111111111,0.0011111111111111111,-0.0,-0.14,1.83,9.71,11.74145584
1671151313.5155437,0,-182.6123046875,196.198974609375,42.5361328125,1,-53.5443115234375,116.081787109375,-319.490966796875,2,1.052490234375,116.796875,-318.17529296875,3,98.5615234375,197.032958984375,52.601806640625,0.0,0.0,0.0,0.0,0.0011111111111111111,0.0011111111111111111,-0.0,-0.14,1.83,9.71,11.74145584
1671151313.525483,0,-182.613037109375,196.127197265625,42.567626953125,1,-53.55804443359375,116.128173828125,-319.493896484375,2,1.037841796875,116.781982421875,-318.198486328125,3,98.6695556640625,197.10595703125,52.602783203125,0.0,0.0,0.0,0.0,0.0011111111111111111,0.0011111111111111111,-0.0,-0.14,1.83,9.71,11.74145584
1671151313.535494,0,-182.54827880859375,196.101806640625,42.52587890625,1,-53.52532958984375,116.036376953125,-319.4443359375,2,1.0743408203125,116.79541015625,-318.1767578125,3,98.6551513671875,197.087158203125,52.6181640625,0.0,0.0,0.0,0.0,0.0011111111111111111,0.0011111111111111111,-0.0,-0.14,1.83,9.71,11.74145584
1671151313.5454206,0,-182.568115234375,196.089599609375,42.51171875,1,-53.5457763671875,116.06396484375,-319.488525390625,2,1.0653076171875,116.782958984375,-318.173828125,3,98.678955078125,197.079345703125,52.627197265625,0.0,0.0,0.0,0.0,0.0011111111111111111,-0.0011111111111111111,-0.0022222222222222222,-0.13,1.83,9.73,11.75792352
1671151313.555468,0,-182.572265625,196.106201171875,42.554443359375,1,-53.53399658203125,116.121337890625,-319.521240234375,2,1.069091796875,116.776123046875,-318.197265625,3,98.5701904296875,197.036376953125,52.576416015625,0.0,0.0,0.0,0.0,0.0011111111111111111,-0.0011111111111111111,-0.0022222222222222222,-0.13,1.83,9.73,11.75792352
1671151313.5654821,0,-182.60302734375,196.121337890625,42.55419921875,1,-53.53643798828125,116.014892578125,-319.46923828125,2,1.072265625,116.788818359375,-318.23046875,3,98.5491943359375,197.06884765625,52.612060546875,0.0,0.0,0.0,0.0,0.0011111111111111111,-0.0011111111111111111,-0.0022222222222222222,-0.13,1.83,9.73,11.75792352
1671151313.5753584,0,-182.58544921875,196.16259765625,42.533935546875,1,-53.51611328125,116.142822265625,-319.490966796875,2,1.050048828125,116.798828125,-318.1962890625,3,98.6558837890625,197.084716796875,52.625,0.0,0.0,0.0,0.0,0.0011111111111111111,-0.0011111111111111111,-0.0022222222222222222,-0.13,1.83,9.73,11.75792352
1671151313.5853803,0,-182.565185546875,196.103271484375,42.490234375,1,-53.51123046875,116.05224609375,-319.446533203125,2,1.0780029296875,116.744140625,-318.180908203125,3,98.6910400390625,197.04931640625,52.607421875,0.0,0.0,0.0,0.0,0.0011111111111111111,-0.0011111111111111111,-0.0022222222222222222,-0.13,1.83,9.73,11.75792352
1671151313.595383,0,-182.57806396484375,196.0693359375,42.49462890625,1,-53.5428466796875,116.048583984375,-319.47998046875,2,1.03515625,116.76708984375,-318.19091796875,3,98.7083740234375,197.04443359375,52.573974609375,0.0,0.0,0.0,0.0,0.0,0.0011111111111111111,0.0011111111111111111,-0.14,1.82,9.61,11.761217056
1671151313.605403,0,-182.59619140625,196.142578125,42.51123046875,1,-53.54595947265625,116.163818359375,-319.509521484375,2,1.0103759765625,116.734130859375,-318.152099609375,3,98.5806884765625,197.023193359375,52.579833984375,0.0,0.0,0.0,0.0,0.0,0.0011111111111111111,0.0011111111111111111,-0.14,1.82,9.61,11.761217056
1671151313.615445,0,-182.63848876953125,196.17333984375,42.525634765625,1,-53.55126953125,116.06689453125,-319.4873046875,2,1.0389404296875,116.75146484375,-318.175537109375,3,98.5848388671875,197.066650390625,52.57568359375,0.0,0.0,0.0,0.0,0.0,0.0011111111111111111,0.0011111111111111111,-0.14,1.82,9.61,11.761217056
1671151313.6254368,0,-182.63330078125,196.13330078125,42.547119140625,1,-53.52056884765625,116.105224609375,-319.492431640625,2,1.039306640625,116.75634765625,-318.154296875,3,98.700927734375,197.072265625,52.5849609375,0.0,0.0,0.0,0.0,0.0,0.0011111111111111111,0.0011111111111111111,-0.14,1.82,9.61,11.761217056
1671151313.6354105,0,-182.57232666015625,196.08740234375,42.5244140625,1,-53.52593994140625,116.08544921875,-319.474365234375,2,1.055908203125,116.762451171875,-318.12646484375,3,98.6763916015625,197.072998046875,52.645751953125,0.0,0.0,0.0,0.0,0.0,0.0011111111111111111,0.0011111111111111111,-0.14,1.82,9.61,11.761217056
