Time,Marker0_ID,Marker0_x,Marker0_y,Marker0_z,Marker1_ID,Marker1_x,Marker1_y,Marker1_z,Marker2_ID,Marker2_x,Marker2_y,Marker2_z,Marker3_ID,Marker3_x,Marker3_y,Marker3_z,thetaR,thetaL,dutyR,dutyL,wx,wy,wz,ax,ay,az,Vbatt
1671150902.8471365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671150902.8572485,0,-145.48870849609375,196.65185546875,78.978759765625,1,-28.716064453125,117.8505859375,-288.12841796875,2,25.341796875,118.65625,-289.46044921875,3,136.8792724609375,196.4345703125,78.342041015625,0,0,0,0,0,0,0,0,0,0,0
1671150902.867192,0,-145.53521728515625,196.583251953125,78.974853515625,1,-28.71685791015625,117.795166015625,-288.1025390625,2,25.365966796875,118.680908203125,-289.4296875,3,136.81298828125,196.48974609375,78.322265625,0,0,0,0,0,0,0,0,0,0,0
1671150902.8772237,0,-145.68646240234375,196.633544921875,78.967041015625,1,-28.7843017578125,117.867919921875,-288.119140625,2,25.4765625,118.610107421875,-289.513671875,3,136.8172607421875,196.454833984375,78.362548828125,0,0,0,0,0,0,0,0,0,0,0
1671150902.8872128,0,-145.56146240234375,196.64208984375,78.99853515625,1,-28.71258544921875,117.8330078125,-288.126220703125,2,25.392333984375,118.619384765625,-289.435302734375,3,136.84814453125,196.419189453125,78.369384765625,0,0,0,0,0,0,0,0,0,0,0
1671150902.8972273,0,-145.5198974609375,196.60205078125,78.982666015625,1,-28.601318359375,117.791015625,-288.172119140625,2,25.438720703125,118.608154296875,-289.462646484375,3,136.8525390625,196.49755859375,78.3359375,0,0,0,0,0,0,0,0,0,0,0
1671150902.9072118,0,-145.55999755859375,196.6826171875,78.956787109375,1,-28.6854248046875,117.81787109375,-288.147705078125,2,25.462890625,118.581787109375,-289.486083984375,3,136.88525390625,196.452392578125,78.354248046875,0,0,0,0,0,0,0,0,0,0,0
1671150902.917191,0,-145.51446533203125,196.641357421875,78.952880859375,1,-28.71234130859375,117.77099609375,-288.092041015625,2,25.2689208984375,118.556396484375,-289.396240234375,3,136.8470458984375,196.4912109375,78.328857421875,0,0,0,0,0,0,0,0,0,0,0
1671150902.927253,0,-145.50665283203125,196.60546875,78.98486328125,1,-28.67254638671875,117.80908203125,-288.1376953125,2,25.4453125,118.56201171875,-289.424560546875,3,136.8558349609375,196.447265625,78.32958984375,0,0,0,0,0,0,0,0,0,0,0
1671150902.937215,0,-145.4979248046875,196.5888671875,79.022705078125,1,-28.74163818359375,117.8134765625,-288.095703125,2,25.337890625,118.582763671875,-289.40087890625,3,136.819091796875,196.463134765625,78.321533203125,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0011111111111111111,-0.21,1.85,9.64,11.813913632
